Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,388.000000,404.200012,386.000000,400.200012,391.571655,20773978
2022-06-28,398.799988,398.799988,386.200012,396.600006,388.049255,9409712
2022-06-29,392.000000,397.799988,380.399994,384.600006,376.308014,7488932
2022-06-30,386.799988,394.399994,382.200012,386.000000,377.677795,6676290
2022-07-04,379.000000,379.399994,366.200012,374.000000,365.936554,7834048
2022-07-05,374.000000,377.000000,367.000000,370.399994,362.414154,4391073
2022-07-06,365.000000,375.000000,363.799988,367.799988,359.870209,3363576
2022-07-07,367.799988,371.600006,362.600006,370.600006,362.609833,2733755
2022-07-08,378.000000,378.799988,373.000000,375.799988,367.697693,3983906
2022-07-11,370.200012,373.399994,363.000000,366.399994,358.500397,3363527
2022-07-12,363.200012,367.399994,362.000000,363.600006,355.760773,2540722
2022-07-13,364.000000,365.600006,358.600006,360.799988,353.021088,2372823
2022-07-14,359.399994,363.600006,357.200012,362.000000,354.195251,2396709
2022-07-15,358.000000,361.200012,351.799988,352.000000,344.410858,3365452
2022-07-18,353.600006,357.200012,348.200012,355.799988,348.128906,3667455
2022-07-19,354.200012,356.399994,351.000000,351.399994,343.823792,2088729
2022-07-20,354.799988,363.600006,354.799988,360.000000,352.238373,4156364
2022-07-21,360.600006,361.000000,350.200012,352.799988,345.193573,2773759
2022-07-22,353.600006,355.799988,349.200012,351.600006,344.019501,1999092
2022-07-25,352.000000,356.399994,350.000000,355.799988,348.128906,3330076
2022-07-26,363.200012,369.799988,361.200012,368.200012,360.261597,4543216
2022-07-27,370.000000,371.399994,365.799988,367.399994,359.478821,2592570
2022-07-28,370.200012,371.399994,366.200012,367.600006,359.674500,2567595
2022-07-29,368.799988,371.000000,357.200012,359.000000,351.259918,3961651
2022-08-01,360.200012,364.200012,356.600006,362.399994,354.586609,2349820
2022-08-02,357.399994,358.600006,346.200012,350.399994,342.845337,4313237
2022-08-03,353.000000,354.600006,347.799988,349.000000,341.475555,1809836
2022-08-04,353.000000,358.600006,350.600006,356.799988,349.107330,2179397
2022-08-05,357.399994,359.600006,353.600006,358.000000,350.281494,1620123
2022-08-08,358.000000,358.799988,354.000000,356.200012,348.520325,1616537
2022-08-09,356.799988,356.799988,348.200012,352.399994,344.802216,3135963
2022-08-10,352.600006,352.600006,341.399994,344.200012,336.779022,4011607
2022-08-11,349.799988,350.000000,345.399994,348.000000,340.497101,2496946
2022-08-12,348.799988,349.200012,346.000000,348.600006,341.084137,1788425
2022-08-15,346.600006,351.399994,345.000000,346.799988,339.322968,2041089
2022-08-16,346.799988,348.799988,342.399994,346.600006,339.127258,2871783
2022-08-17,346.600006,347.399994,340.600006,341.200012,333.843719,3847422
2022-08-18,341.799988,341.799988,332.000000,334.399994,327.190308,6115184
2022-08-19,330.600006,336.799988,330.600006,334.200012,326.994629,1788912
2022-08-22,331.200012,331.799988,328.799988,330.000000,322.885162,3900893
2022-08-23,328.399994,329.600006,324.200012,327.399994,320.341217,3702200
2022-08-24,327.000000,327.399994,318.799988,320.000000,313.100769,4739357
2022-08-25,320.200012,331.799988,319.399994,331.600006,324.450684,3433443
2022-08-26,332.399994,333.200012,325.399994,328.799988,321.711029,3414927
2022-08-29,325.000000,325.000000,316.399994,321.200012,314.274902,4814956
2022-08-30,319.399994,320.399994,314.600006,316.399994,312.939667,3846435
2022-08-31,312.399994,321.200012,311.399994,317.799988,314.324341,3759956
2022-09-01,315.000000,315.600006,311.399994,311.399994,307.994354,4682291
2022-09-02,310.600006,314.399994,310.600006,314.399994,310.961548,3177214
2022-09-05,311.600006,313.200012,304.000000,306.399994,303.049042,4936243
2022-09-06,305.000000,310.399994,305.000000,306.799988,303.444641,1887211
2022-09-07,304.600006,304.600006,300.200012,304.399994,301.070892,2908746
2022-09-08,305.200012,306.200012,301.000000,302.000000,298.697174,1981218
2022-09-09,303.000000,312.600006,302.000000,311.000000,307.598724,3437230
2022-09-13,309.200012,313.399994,308.000000,308.799988,305.422791,2062982
2022-09-14,300.799988,303.000000,298.000000,300.600006,297.312469,4176724
2022-09-15,299.200012,303.600006,299.200012,303.600006,300.279663,1959606
2022-09-16,299.200012,301.399994,295.200012,295.600006,292.367157,4967190
2022-09-19,293.799988,295.000000,289.000000,291.399994,288.213074,2573624
2022-09-20,293.000000,294.600006,291.399994,292.600006,289.399963,2021564
2022-09-21,291.399994,292.000000,288.200012,289.200012,286.037170,3075958
2022-09-22,283.000000,285.200012,276.399994,281.000000,277.926819,5957668
2022-09-23,278.600006,281.399994,277.200012,277.399994,274.366180,3275883
2022-09-26,275.000000,283.600006,275.000000,279.600006,276.542145,4420148
2022-09-27,280.600006,286.399994,278.600006,280.799988,277.729004,3379468
2022-09-28,279.600006,281.600006,271.200012,273.399994,270.409943,4682493
2022-09-29,276.600006,279.200012,268.600006,269.600006,266.651520,4574438
2022-09-30,266.000000,273.799988,266.000000,269.600006,266.651520,3880494
2022-10-03,265.399994,267.799988,263.000000,266.600006,263.684326,2920119
2022-10-05,282.200012,287.399994,277.200012,284.799988,281.685242,5849089
2022-10-06,287.799988,287.799988,283.399994,284.399994,281.289642,2616841
2022-10-07,283.000000,284.000000,279.000000,281.000000,277.926819,2024273
2022-10-10,275.000000,275.600006,270.399994,272.600006,269.618713,3956691
2022-10-11,272.600006,272.600006,266.000000,268.399994,265.464630,3678310
2022-10-12,267.000000,276.399994,263.000000,270.200012,267.244965,4340112
2022-10-13,268.399994,269.399994,258.399994,258.399994,255.573990,4989909
2022-10-14,261.799988,264.000000,245.000000,246.600006,243.903046,12122162
2022-10-17,243.600006,253.600006,243.600006,252.199997,249.441803,8298135
2022-10-18,257.200012,261.399994,251.199997,258.000000,255.178375,5799789
2022-10-19,258.000000,260.799988,252.600006,252.800003,250.035248,3718381
2022-10-20,252.199997,262.600006,246.600006,255.800003,253.002426,6766067
2022-10-21,257.600006,257.600006,251.000000,252.000000,249.243988,3533425
2022-10-24,248.600006,250.000000,225.600006,228.199997,225.704269,13620704
2022-10-25,228.199997,229.399994,221.000000,224.000000,221.550217,14376964
2022-10-26,226.600006,239.000000,226.000000,233.600006,231.045227,10222352
2022-10-27,238.800003,240.600006,224.600006,225.800003,223.330521,11452321
2022-10-28,224.600006,230.800003,213.600006,214.800003,212.450836,13070036
2022-10-31,215.800003,215.800003,208.199997,209.000000,206.714264,11053855
2022-11-01,209.199997,229.800003,209.199997,226.399994,223.923950,15611067
2022-11-02,225.800003,238.000000,220.399994,236.199997,233.616776,9076309
2022-11-03,232.000000,234.000000,227.000000,229.800003,227.286789,7425608
2022-11-04,230.600006,251.199997,230.600006,246.199997,243.507416,14470664
2022-11-07,248.199997,265.600006,246.600006,259.600006,256.760864,13004266
2022-11-08,260.000000,267.799988,257.399994,261.600006,258.739014,9062541
2022-11-09,261.600006,265.000000,256.200012,260.000000,257.156494,5303460
2022-11-10,254.800003,257.600006,250.199997,255.800003,253.002426,6324652
2022-11-11,282.000000,287.799988,274.399994,284.600006,281.487457,15345540
2022-11-14,299.000000,300.000000,288.000000,291.799988,288.608704,15156009
2022-11-15,292.200012,309.399994,289.399994,309.200012,305.818420,14956179
2022-11-16,309.399994,313.799988,299.000000,304.799988,301.466522,8018314
2022-11-17,299.799988,307.000000,295.600006,303.399994,300.081848,5802841
2022-11-18,312.000000,313.000000,298.200012,301.000000,297.708099,5069832
2022-11-21,295.000000,295.000000,287.000000,292.200012,289.004364,5788536
2022-11-22,291.600006,292.799988,280.600006,284.799988,281.685242,6082540
2022-11-23,283.600006,291.399994,281.200012,288.600006,285.443726,3535627
2022-11-24,292.799988,297.799988,290.000000,291.399994,288.213074,3051742
2022-11-25,291.399994,291.399994,285.200012,287.600006,284.454651,3066508
2022-11-28,276.000000,282.399994,269.000000,279.000000,275.948700,9145988
2022-11-29,279.799988,300.799988,279.799988,300.000000,296.719025,8108667
2022-11-30,298.399994,310.000000,296.000000,306.000000,302.653412,7627170
2022-12-01,314.000000,324.000000,313.600006,317.200012,313.730927,11450215
2022-12-02,318.600006,319.399994,308.799988,315.200012,311.752808,5156838
2022-12-05,320.399994,331.799988,318.799988,329.399994,325.797485,9197297
2022-12-06,330.200012,338.000000,326.399994,330.000000,326.390930,6758970
2022-12-07,329.000000,339.799988,321.000000,321.200012,317.687195,11112022
2022-12-08,323.399994,338.000000,323.399994,335.600006,331.929688,6534311
2022-12-09,339.000000,349.000000,335.799988,345.799988,342.018127,8862820
2022-12-12,342.200012,342.200012,336.200012,339.200012,335.490326,5622983
2022-12-13,340.799988,343.799988,335.600006,343.200012,339.446594,4839670
2022-12-14,349.000000,353.399994,342.399994,343.600006,339.842194,5762139
2022-12-15,341.600006,345.000000,333.000000,335.000000,331.336243,4039519
2022-12-16,333.200012,340.399994,326.000000,332.799988,329.160309,7253605
2022-12-19,332.600006,340.600006,326.399994,329.600006,325.995331,4131711
2022-12-20,325.600006,329.799988,318.000000,325.000000,321.445618,4343785
2022-12-21,328.600006,332.000000,325.600006,327.799988,324.214996,2519768
2022-12-22,335.000000,341.799988,335.000000,337.399994,333.709991,3985326
2022-12-23,332.600006,341.600006,331.600006,340.000000,336.281555,2774564
2022-12-28,344.399994,349.600006,339.399994,342.600006,338.853149,4307925
2022-12-29,337.799988,340.600006,336.000000,340.000000,336.281555,2479668
2022-12-30,345.200012,345.399994,337.000000,337.200012,333.512207,2381253
2023-01-03,330.600006,345.000000,329.000000,343.000000,339.248749,4683105
2023-01-04,344.799988,354.000000,343.200012,354.000000,350.128448,5561041
2023-01-05,360.000000,365.000000,359.200012,361.799988,357.843140,7675714
2023-01-06,360.200012,366.000000,358.200012,362.399994,358.436584,6264530
2023-01-09,370.000000,382.399994,367.000000,377.399994,373.272522,8422963
2023-01-10,379.600006,381.000000,370.600006,373.799988,369.711914,5538044
2023-01-11,376.000000,377.799988,365.000000,366.600006,362.590668,5271888
2023-01-12,370.200012,376.399994,366.000000,370.200012,366.151306,4041576
2023-01-13,373.200012,376.000000,363.200012,368.799988,364.766571,4858616
2023-01-16,368.600006,373.600006,360.200012,363.399994,359.425659,5777868
2023-01-17,360.399994,364.200012,353.600006,358.600006,354.678162,5470248
2023-01-18,353.399994,359.600006,353.399994,358.600006,354.678162,3317176
2023-01-19,355.000000,362.399994,353.399994,361.399994,357.447510,2603373
2023-01-20,362.600006,368.399994,359.600006,368.399994,364.370972,3367773
2023-01-26,372.000000,376.600006,370.399994,375.000000,370.898804,5785789
2023-01-27,376.200012,378.000000,372.000000,374.000000,369.909729,2923621
2023-01-30,374.000000,378.000000,359.000000,359.600006,355.667206,7541892
2023-01-31,362.000000,365.200012,346.799988,352.399994,348.545959,7575500
2023-02-01,351.600006,353.200012,345.000000,352.399994,348.545959,5972337
2023-02-02,356.000000,361.600006,352.000000,352.399994,348.545959,4635182
2023-02-03,350.000000,352.600006,345.000000,352.399994,348.545959,4657440
2023-02-06,347.399994,347.399994,330.399994,337.600006,333.907837,12313435
2023-02-07,340.000000,344.000000,337.600006,339.200012,335.490326,4308221
2023-02-08,339.399994,341.399994,334.600006,337.200012,333.512207,3671177
2023-02-09,335.000000,344.000000,333.000000,343.399994,339.644379,4608976
2023-02-10,341.000000,342.600006,334.000000,335.000000,331.336243,3985809
2023-02-13,333.000000,336.200012,330.000000,335.000000,331.336243,2963526
2023-02-14,335.000000,338.000000,332.200012,337.200012,333.512207,2695387
2023-02-15,335.600006,337.000000,330.399994,332.799988,329.160309,3085041
2023-02-16,336.799988,343.000000,333.399994,334.600006,330.940643,4326675
2023-02-17,335.000000,336.399994,330.000000,330.799988,327.182159,2669476
2023-02-20,332.200012,334.000000,327.399994,332.799988,329.160309,3384469
2023-02-21,334.200012,335.399994,327.000000,329.399994,325.797485,3025255
2023-02-22,325.600006,329.600006,320.200012,327.399994,323.819366,4251789
2023-02-23,329.000000,333.799988,325.799988,327.600006,324.017181,3512148
2023-02-24,324.600006,325.200012,316.000000,319.399994,315.906860,6937116
2023-02-27,315.200012,321.000000,313.000000,318.600006,315.115631,3967241
2023-02-28,318.799988,322.399994,312.200012,314.600006,311.159363,4857075
2023-03-01,314.600006,332.000000,314.600006,330.799988,327.182159,5885870
2023-03-02,328.200012,339.799988,328.000000,336.399994,332.720947,5093232
2023-03-03,340.799988,342.600006,336.200012,337.799988,334.105621,3358728
2023-03-06,336.200012,344.000000,336.000000,339.799988,336.083740,4399715
2023-03-07,340.000000,349.799988,335.000000,337.399994,333.709991,5772197
2023-03-08,330.399994,331.000000,325.000000,327.799988,327.799988,4455762
2023-03-09,330.000000,330.000000,324.000000,325.000000,325.000000,2540218
2023-03-10,320.200012,321.399994,317.200012,318.399994,318.399994,4629798
2023-03-13,317.000000,327.799988,317.000000,324.399994,324.399994,4810488
2023-03-14,322.399994,328.799988,319.399994,321.200012,321.200012,3239628
2023-03-15,326.600006,336.600006,326.600006,330.600006,330.600006,5640440
2023-03-16,326.000000,331.799988,324.000000,326.200012,326.200012,3557995
2023-03-17,330.200012,335.799988,330.000000,333.000000,333.000000,4164707
2023-03-20,333.000000,333.000000,323.600006,327.399994,327.399994,3721819
2023-03-21,327.399994,329.600006,321.000000,324.799988,324.799988,3950263
2023-03-22,325.799988,333.600006,325.799988,332.600006,332.600006,4048112
2023-03-23,332.799988,344.799988,330.000000,342.000000,342.000000,5846277
2023-03-24,341.399994,345.000000,339.799988,342.000000,342.000000,4418846
2023-03-27,340.799988,342.000000,332.600006,333.200012,333.200012,3948253
2023-03-28,338.399994,339.600006,330.600006,334.399994,334.399994,2521532
2023-03-29,345.000000,348.000000,341.799988,343.600006,343.600006,5746735
2023-03-30,342.399994,345.600006,338.000000,342.600006,342.600006,3469438
2023-03-31,351.399994,351.399994,345.200012,348.200012,348.200012,7825933
2023-04-03,348.600006,350.600006,342.600006,347.200012,347.200012,3032828
2023-04-04,349.200012,349.200012,341.799988,343.000000,343.000000,2469327
2023-04-06,340.000000,352.000000,340.000000,348.600006,348.600006,4244183
2023-04-11,353.399994,354.399994,346.200012,348.600006,348.600006,2754712
2023-04-12,348.600006,350.000000,341.000000,344.000000,344.000000,2445646
2023-04-13,339.399994,345.200012,336.399994,345.200012,345.200012,2086629
2023-04-14,347.200012,347.799988,342.000000,344.600006,344.600006,1424550
2023-04-17,342.000000,350.000000,340.200012,348.399994,348.399994,3111316
2023-04-18,347.399994,349.600006,343.799988,347.200012,347.200012,1807118
2023-04-19,346.200012,346.200012,337.000000,339.399994,339.399994,4305873
2023-04-20,336.600006,341.600006,336.600006,338.200012,338.200012,2234506
2023-04-21,336.000000,337.000000,330.399994,331.600006,331.600006,3964042
2023-04-24,333.200012,334.600006,326.399994,330.000000,330.000000,3907946
2023-04-25,330.600006,330.600006,322.399994,325.000000,325.000000,3379491
2023-04-26,324.000000,331.799988,323.200012,329.000000,329.000000,4049456
2023-04-27,327.200012,327.600006,322.200012,326.399994,326.399994,3841661
2023-04-28,330.799988,331.200012,321.000000,324.000000,324.000000,4307766
2023-05-02,326.200012,329.000000,322.000000,322.399994,322.399994,2406738
2023-05-03,320.000000,321.000000,317.399994,320.000000,320.000000,2768880
